name,address,score,reviews count,province,category,price,discount,services,description images,latitude,longitude
White Sand Boutique Hotel Da Nang,"89-91 Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng 550000, Việt Nam","4,3",655,Đà Nẵng,Khách sạn 3 sao,566.716 ₫,Không có giảm giá,"Wi-Fi miễn phí, Bữa sáng miễn phí, Đỗ xe miễn phí, Phù hợp cho người khuyết tật, Bể bơi trong nhà, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Có đường ra bãi biển, Nhà hàng, Bếp ở một số phòng, Xe đưa đón ra sân bay, Spa, Trung tâm thể dục, ","https://lh5.googleusercontent.com/p/AF1QipM6F4ZUqDgv8_t-W6i9S2bIkCOjG7-pWhfqxa9O, https://lh5.googleusercontent.com/p/AF1QipOk1osmz8Q081bO3iUSrw0VP_atSbgce1Sgb6d9, https://lh5.googleusercontent.com/p/AF1QipMF1nTuv4j8nFNObLFX_jPYO6NLydPaWqrGD8x3, https://lh5.googleusercontent.com/p/AF1QipMhFu5zUt2IhqgcqtvzfLgEQ37thwGePQJwdhx_, ",16.06282,108.24229
KHÁCH SẠN PALAZZO LUXURY ĐÀ NẴNG,"230- 232 - 234 Trần Bạch Đằng, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam","3,9",399,Đà Nẵng,Khách sạn 3 sao,320.686 ₫,Ít hơn 22% so với bình thường,"Wi-Fi miễn phí, Bữa sáng miễn phí, Bể bơi ngoài trời, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Có đường ra bãi biển, Phù hợp với trẻ em, Nhà hàng, ","https://lh5.googleusercontent.com/p/AF1QipNTDutXLGbFHCYJit-RSzPNPQj3YBp2Ka0MFtlE, https://lh5.googleusercontent.com/p/AF1QipPEx-SnTkbobhjSH8hhI8a3xxwoxjd7nbtyRV7B, https://lh5.googleusercontent.com/p/AF1QipOM9138G8sn2gKDzM-2BnTAQYhpA0_UW_jJ54RU, https://lh5.googleusercontent.com/p/AF1QipOyeKq-RvCC4MAvGLvFjAtedndIqNTUPMGNjAUk, ",16.04945,108.24757
PĀMA Boutique Hotel,"96 Trần Bạch Đằng, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam","4,8",341,Đà Nẵng,Khách sạn,528.774 ₫,Không có giảm giá,"Wi-Fi miễn phí, Bữa sáng miễn phí, Đỗ xe miễn phí, Có điều hòa nhiệt độ, Có đường ra bãi biển, Nhà hàng, Xe đưa đón ra sân bay, ","https://lh5.googleusercontent.com/p/AF1QipOgD_bsq5vxGZWLpqmLySIziSYVsSqEbtYgbw9P, https://lh5.googleusercontent.com/p/AF1QipMZXdAYtq2JeezYaFlN7VF7hdFBC0AqIW2EvqnJ, https://lh5.googleusercontent.com/p/AF1QipMb9B1elkwxfkrp9X0y_Hq_T8cyiy1Zc5WGTsuH, https://lh5.googleusercontent.com/p/AF1QipMx5GRkF2x3wcJ0Z3AMrAt-Yruk-jaMEkwZlIP4, ",16.05513,108.24573
Sheraton Grand Danang Resort & Convention Center,"35 Trường Sa, Street, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam","4,5",2.094,Đà Nẵng,Khách sạn 5 sao,2.327.135 ₫,Ít hơn 39% so với bình thường,"Wi-Fi miễn phí, Bữa sáng có tính phí, Đỗ xe miễn phí, Phù hợp cho người khuyết tật, Bể bơi ngoài trời, Có điều hòa nhiệt độ, Có đường ra bãi biển, Dịch vụ phòng, Phù hợp với trẻ em, Nhà hàng, Spa, Trung tâm thể dục, Quán bar, Không hút thuốc, ","https://lh5.googleusercontent.com/p/AF1QipP3BgZ9o6zqLueR-EtKKrji6ZyTeRtj-Ohuwb6u, https://lh5.googleusercontent.com/p/AF1QipPavjdThnjfopx7oOP239nBEOXKw1nDtdNz9gSl, https://lh5.googleusercontent.com/p/AF1QipPAWMHcloNsOvtWn4nxTnxgioQvQRY6c8F97-Y8, https://lh5.googleusercontent.com/p/AF1QipM8CCE5J8808GePKj2Aoq5qUW3PoiAKm3Mvo9gC, ",15.98064,108.27628
Khách sạn Novotel Đà Nẵng,"36 Bạch Đằng, Thạch Thang, Hải Châu, Đà Nẵng 550000, Việt Nam","4,5",5.999,Đà Nẵng,Khách sạn 5 sao,1.897.121 ₫,Không có giảm giá,"Wi-Fi miễn phí, Bữa sáng miễn phí, Đỗ xe miễn phí, Phù hợp cho người khuyết tật, Bể bơi ngoài trời, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Trung tâm thương mại, Dịch vụ phòng, Phù hợp với trẻ em, Nhà hàng, Bếp ở một số phòng, Xe đưa đón ra sân bay, Bồn tắm nước nóng, Spa, Trung tâm thể dục, Quán bar, Không hút thuốc, ","https://lh5.googleusercontent.com/p/AF1QipNhYO5HLr8okiEABkePUrIjhyjGG1jx5HzJ4tM0, https://lh5.googleusercontent.com/p/AF1QipMJI0Ba7mWXIy3rxyHz1qYdhausOMkaQdqANkaG, https://lh5.googleusercontent.com/p/AF1QipPlBhRbC3uT61FgM3NppAvdY9egcG70DmN_3pEh, https://lh5.googleusercontent.com/p/AF1QipNirZ_mQnO94khdhO1BmqR_31uZBUmwmSAO_FjL, ",16.07752,108.22378
Alani Hotel & Spa,"136-138 Trần Bạch Đằng, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam","4,5",236,Đà Nẵng,Khách sạn 4 sao,547.640 ₫,Không có giảm giá,"Wi-Fi miễn phí, Bữa sáng miễn phí, Đỗ xe miễn phí, Phù hợp cho người khuyết tật, Bể bơi ngoài trời, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Trung tâm thương mại, Có đường ra bãi biển, Dịch vụ phòng, Phù hợp với trẻ em, Nhà hàng, Xe đưa đón ra sân bay, Bồn tắm nước nóng, Spa, Trung tâm thể dục, Sân gôn, Quán bar, Không hút thuốc, ","https://lh5.googleusercontent.com/p/AF1QipMV2tscB2_cIuhLQY4N4gFP2lJvGfyd-7LEglOr, https://lh5.googleusercontent.com/p/AF1QipPbOuhd3uZTFfruYptYYcSmiVrDsNsxXoWwVNeH, https://lh5.googleusercontent.com/p/AF1QipOawQl5nA5pzk7-XcYI7GgQ0LCOTx5Fvy_pv9en, https://lh5.googleusercontent.com/p/AF1QipMS8yAa7P1V-B5XYf4kBcSmMDVHKLcTbHIDHaAt, ",16.05418,108.24611
Khách sạn G8 Luxury,"59 Đ. Lê Duẩn, Hải Châu 1, Hải Châu, Đà Nẵng 550000, Việt Nam","4,6",1.205,Đà Nẵng,Khách sạn 4 sao,601.767 ₫,Không có giảm giá,"Wi-Fi miễn phí, Bữa sáng miễn phí, Bãi đỗ xe, Bể bơi, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Dịch vụ phòng, Phù hợp với trẻ em, Nhà hàng, Spa, Trung tâm thể dục, ","https://lh5.googleusercontent.com/p/AF1QipO64vzoqzLBoKvmNlLqX1xZ9vnk4cpZR87bm2h5, https://lh5.googleusercontent.com/p/AF1QipOmgDdgs4U0BfQaS1XqIS1GKOtoxMLVZDdCQVPs, https://lh5.googleusercontent.com/p/AF1QipM2GXXva32uDlznzU42qceHPvBnY2ZftE9TRBIJ, https://lh5.googleusercontent.com/p/AF1QipN5MDSAiJqPB0Tlnl4zrje9wukkmpdA5UuGukfG, ",16.07083,108.21708
Hilton Đà Nẵng,"50 Bạch Đằng, Hải Châu 1, Hải Châu, Đà Nẵng 50000, Việt Nam","4,5",1.791,Đà Nẵng,Khách sạn 5 sao,2.179.159 ₫,Không có giảm giá,"Wi-Fi miễn phí, Bữa sáng có tính phí, Đỗ xe miễn phí, Phù hợp cho người khuyết tật, Bể bơi ngoài trời, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Trung tâm thương mại, Dịch vụ phòng, Phù hợp với trẻ em, Nhà hàng, Bếp ở một số phòng, Trung tâm thể dục, Quán bar, Không hút thuốc, ","https://lh5.googleusercontent.com/p/AF1QipN7XrZTCqYdsa7Mf2WkLyslC-1csJR-xAEOuan4, https://lh5.googleusercontent.com/p/AF1QipN-c0FKZDxtgatSw9PzTVKjj8cdiTvu9ASnk0Rn, https://lh5.googleusercontent.com/p/AF1QipNN6j-nFl2uSBcibHUr6LCf94iysWFrWN5jM0nw, https://lh5.googleusercontent.com/p/AF1QipP5v6QEu1nD_jWhiImLvb5p0IySoXGcnnJtPt8N, ",16.07267,108.22429
Gold Plaza Hotel Da Nang,"11 Trần Thị Lý, Hoà Cường Bắc, Hải Châu, Đà Nẵng 550000, Việt Nam","4,5",201,Đà Nẵng,Khách sạn 4 sao,457.009 ₫,Không có giảm giá,"Wi-Fi miễn phí, Đỗ xe miễn phí, Bể bơi, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Nhà hàng, Bếp ở một số phòng, Xe đưa đón ra sân bay, Spa, ","https://lh5.googleusercontent.com/p/AF1QipNDxxQzJzWBjuCJKI3sAgAnPWCnV7HAY4esnZjC, https://lh5.googleusercontent.com/p/AF1QipMqUyBRVv9qWD9CIcj2MQLB1tUHqH-JYv23BfXb, https://lh5.googleusercontent.com/p/AF1QipPMmkTfueGN7aJO-NCQ1XD_KCvPlMo4_kV8bKE, https://lh5.googleusercontent.com/p/AF1QipNW0j_Qs20XLGGmEzVQgYL9Zop2K_0MSscVe_8-, ",16.04910,108.22133
Khách sạn Estrella,"145 Nguyễn Văn Thoại, An Hải Đông, Sơn Trà, Đà Nẵng 55000, Việt Nam","4,7",361,Đà Nẵng,Khách sạn 4 sao,713.506 ₫,Không có giảm giá,"Wi-Fi miễn phí, Bữa sáng miễn phí, Đỗ xe miễn phí, Bể bơi, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Nhà hàng, Xe đưa đón ra sân bay, Spa, ","https://lh5.googleusercontent.com/p/AF1QipMB9dQGHNoanoQ0pcCj6oOxiHT72IzEpm_I5Ccb, https://lh5.googleusercontent.com/p/AF1QipOYWIxolM2my4XKpnfTbrk1zsF3l3-NrRqFIzUB, https://lh5.googleusercontent.com/p/AF1QipNx2Kd0PvJxzXNErES_yFxhtgS_xaIdX5hB6qTk, https://lh5.googleusercontent.com/p/AF1QipPhSGgeyivLrns6xTh05lRcj7NlmVcdz9GDDVzL, ",16.05492,108.24097
Wyndham Danang Golden Bay Hotel,"01 Lê Văn Duyệt, Nại Hiên Đông, Sơn Trà, Đà Nẵng 550000, Việt Nam","4,7",7.783,Đà Nẵng,Khách sạn 5 sao,1.321.040 ₫,Không có giảm giá,"Wi-Fi miễn phí, Bữa sáng miễn phí, Đỗ xe miễn phí, Phù hợp cho người khuyết tật, Bể bơi ngoài trời, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Trung tâm thương mại, Có đường ra bãi biển, Dịch vụ phòng, Phù hợp với trẻ em, Nhà hàng, Xe đưa đón ra sân bay, Bồn tắm nước nóng, Spa, Trung tâm thể dục, Quán bar, ","https://lh5.googleusercontent.com/p/AF1QipPqXawKRXGVyUTw2yC8xm-YTtbeLnwXFFEQ-ui3, https://lh5.googleusercontent.com/p/AF1QipM7uEpexud0K7pzJ0Z0XbeFwyujUWkvB7jyq9LJ, https://lh5.googleusercontent.com/p/AF1QipMkm8qvXH7CXmc4PMeOba-3UCpCRXeZgH-wg-Np, https://lh5.googleusercontent.com/p/AF1QipNBpkvZ45UipEKCDFifWRHdpv7sNvPLVjmuG_NT, ",16.09806,108.22418
Furama Resort Danang,"105 Võ Nguyên Giáp, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam","4,5",4.857,Đà Nẵng,Khách sạn 5 sao,2.997.173 ₫,Không có giảm giá,"Wi-Fi miễn phí, Bữa sáng miễn phí, Đỗ xe miễn phí, Phù hợp cho người khuyết tật, Bể bơi ngoài trời, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Trung tâm thương mại, Có đường ra bãi biển, Dịch vụ phòng, Phù hợp với trẻ em, Nhà hàng, Xe đưa đón ra sân bay, Bồn tắm nước nóng, Spa, Trung tâm thể dục, Quán bar, ","https://lh5.googleusercontent.com/p/AF1QipPs-TxWLwrEcp9H53IK1TMMbf0AWnzioPmQzNiu, https://lh5.googleusercontent.com/p/AF1QipMIA3KDkzVjmjv8XjgW48XLr5iSWVmgl6LHniD2, https://lh5.googleusercontent.com/p/AF1QipOLGVzruja-DbuJ4JecvMzPs17wJAIFonkcDNdI, https://lh5.googleusercontent.com/p/AF1QipP0xPL0WgHprXSzPU9_2mzzmHZrqA25K_HAfIZW, ",16.03995,108.25107
Santa Luxury Hotel,"09 Đ. Đỗ Bá, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam","4,7",682,Đà Nẵng,Khách sạn 4 sao,592.455 ₫,Không có giảm giá,"Wi-Fi miễn phí, Bữa sáng miễn phí, Đỗ xe miễn phí, Bể bơi, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Có đường ra bãi biển, Nhà hàng, Xe đưa đón ra sân bay, Spa, ","https://lh5.googleusercontent.com/p/AF1QipOffoRSi2c9rzkIqxwiDcqN0NrmcNVLlPV28G9m, https://lh5.googleusercontent.com/p/AF1QipPytygf1A-N1LfI3MkO5A14Q4xCc97u-3GXU7GA, https://lh5.googleusercontent.com/p/AF1QipNPh3FsRGmGP6u8v6HdzKjH8UzRnCyygxEf4szW, https://lh5.googleusercontent.com/p/AF1QipPSA8npgHXbdl3r_ZXkiOv2pcQaWDArOoUU6WmX, ",16.05178,108.24676
San Marino Boutique DaNang,"163 - 165 Võ Văn Kiệt, An Hải Bắc, Sơn Trà, Đà Nẵng 550000, Việt Nam","4,4",642,Đà Nẵng,Khách sạn 4 sao,621.789 ₫,Không có giảm giá,"Wi-Fi miễn phí, Bữa sáng miễn phí, Đỗ xe miễn phí, Bể bơi, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Dịch vụ phòng, Phù hợp với trẻ em, Nhà hàng, Xe đưa đón ra sân bay, Spa, Trung tâm thể dục, Quán bar, ","https://lh5.googleusercontent.com/p/AF1QipNg931K8yN9zL0-1q2bhemCtcL65aRm2-eF-sL6, https://lh5.googleusercontent.com/p/AF1QipMguRzRyBizpFvwKIabOd9WUBkEekbYJ5VU472j, https://lh5.googleusercontent.com/p/AF1QipM8lEI15eydekv84es3lkv4uZVYxJR647WFqWQO, https://lh5.googleusercontent.com/p/AF1QipP2Q_hPm_F4Ip1EUEIp9Pc3wNIhzNtw2dW_W1my, ",16.06166,108.23764
Balcona Hotel & Spa,"288 Võ Nguyên Giáp, Bắc Mỹ An, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam","4,1",950,Đà Nẵng,Khách sạn 4 sao,857.474 ₫,Không có giảm giá,"Wi-Fi miễn phí, Bữa sáng miễn phí, Đỗ xe miễn phí, Bể bơi, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Có đường ra bãi biển, Dịch vụ phòng, Phù hợp với trẻ em, Nhà hàng, Xe đưa đón ra sân bay, Bồn tắm nước nóng, Spa, Trung tâm thể dục, ","https://lh5.googleusercontent.com/p/AF1QipNK6mfGavH_1Au4hJOpKftXUH64ETiDbWI-CX4r, https://lh5.googleusercontent.com/p/AF1QipNivIBPs28orzZhB-iftivHYgiT59LmWoaKwjYj, https://lh5.googleusercontent.com/p/AF1QipNRh_TjWhNR5s7NsShMTDmvDrj28VszoqZasIf0, https://lh5.googleusercontent.com/p/AF1QipMWdPvu_kJUQjoVixSniNf7Y6qMKgkqfaBvBB-W, ",16.05158,108.24809
Khách Sạn New World Huế,"28 Kiệt 56 Nguyễn Công Trứ tổ 15, Phú Hội, Huế, Thừa Thiên Huế 49000, Việt Nam","4,7",209,Thừa Thiên Huế,Khách sạn 1 sao,292.498 ₫,Không có giảm giá,"Wi-Fi miễn phí, Đỗ xe miễn phí, Bể bơi, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Bếp ở một số phòng, Xe đưa đón ra sân bay, ","https://lh5.googleusercontent.com/p/AF1QipOKQvgiuvUlxbpR4er6oLbZTssm9duridGPNJaq, https://lh5.googleusercontent.com/p/AF1QipMvP7O1gyLiDnkr9pB6lDvKW3hqsC3-za-mWQfR, https://lh5.googleusercontent.com/p/AF1QipN8pa4mApbmQ65B1oZXXk1esoRL_A6f-w8rqDy-, https://lh5.googleusercontent.com/p/AF1QipOvQ954Qi5Im9lAXYxhnC39-DczhQ5Lptp0oROD, ",16.46946,107.59769
Gold Hotel Huế,"28 Bà Triệu, tổ 16, Huế, Thừa Thiên Huế 53000, Việt Nam","3,9",736,Thừa Thiên Huế,Khách sạn 3 sao,270.000 ₫,Ít hơn 30% so với bình thường,"Wi-Fi miễn phí, Bữa sáng miễn phí, Bãi đỗ xe, Bể bơi, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Dịch vụ phòng, Phù hợp với trẻ em, Nhà hàng, Xe đưa đón ra sân bay, Spa, Trung tâm thể dục, ","https://lh5.googleusercontent.com/p/AF1QipNXIHzgxK778TaSnzeyvOh0they9yE6a2lSI55t, https://lh5.googleusercontent.com/p/AF1QipOtqW0rgTP7sUxqPSSxnUMw3CsCs0SgJ5Al9UiG, https://lh5.googleusercontent.com/p/AF1QipOHHAER7VdId2hBbtbE97vFSkJeZWidLnKZr5jt, https://lh5.googleusercontent.com/p/AF1QipOQDwwbRNfC7MnL0KoWAxZIuJv0ZcOP8Z6SOcf1, ",16.46875,107.59867
Nice Hue Hotel,"27 Hai Bà Trưng, Vĩnh Ninh, Huế, Thừa Thiên Huế 530000, Việt Nam","4,3",233,Thừa Thiên Huế,Khách sạn 3 sao,354.129 ₫,Ít hơn 40% so với bình thường,"Wi-Fi miễn phí, Đỗ xe miễn phí, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Phù hợp với trẻ em, Nhà hàng, Xe đưa đón ra sân bay, ","https://lh5.googleusercontent.com/p/AF1QipNlYogYKgq2yUxb32u0fgCMfw65hYiSzpRgJfAB, https://lh5.googleusercontent.com/p/AF1QipOaNaaPOtBcH27eMJtZcw55pmVvh3gFHUXQll0j, https://lh5.googleusercontent.com/p/AF1QipPuPOwxBHhrJ8AgD2AK12upi5LLkuymQI5zESfu, https://lh5.googleusercontent.com/p/AF1QipMCst3Tvgs6mEL0mMFDAbqtkKGip6NFWwIum3pD, ",16.46068,107.58935
Kha Hostel Hue,"29 Võ Thị Sáu, Phú Hội, Huế, Thừa Thiên Huế 530000, Việt Nam","4,7",127,Thừa Thiên Huế,Khách sạn 2 sao,228.160 ₫,Không có giảm giá,"Wi-Fi miễn phí, Bữa sáng miễn phí, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Phù hợp với trẻ em, Nhà hàng, Xe đưa đón ra sân bay, ","https://lh5.googleusercontent.com/p/AF1QipNKI47YBgPNK09ANqjoFRMnXvv5ON7kSnr93Vfq, https://lh5.googleusercontent.com/p/AF1QipPHLvoEsWLVPv8OJemIy6axbW7PNbMu-Y200XZH, https://lh5.googleusercontent.com/p/AF1QipOpPWD6gjjSyTqKHX0C0oIh-u8o4q7tbBK5BPuN, https://lh5.googleusercontent.com/p/AF1QipPi-DWb3ZqFWrSKZmObY9yl1qvOqj8aZM7Mcd35, ",16.46903,107.59540
Mega View Homestay HUẾ,"41/3b Lê Quý Đôn, Phú Nhuận, Huế, Thừa Thiên Huế, Việt Nam","4,4",7,Thừa Thiên Huế,Khách sạn,299.000 ₫,Không có giảm giá,,"https://lh5.googleusercontent.com/p/AF1QipOW2E7l0CxgCtMxO2aBgqFrPIJ7v2rQSKO4raqq, https://lh5.googleusercontent.com/p/AF1QipMtrEpXBooy7azMe_E3p8nVaZLJjjj7kuPoT7Yz, https://lh5.googleusercontent.com/p/AF1QipOoTsnM8yKkT3Ia6d88WS1hB-Rk5FLVrotYDY6o, https://lh5.googleusercontent.com/p/AF1QipOEJR-j5zhEuAsP7ZOs-EEHYXGx53Nn--xuAIOG, ",16.46585,107.59845
Soleil Boutique Homestay,"46 Lê Duẩn, Phú Hoà, Huế, Thừa Thiên Huế 530000, Việt Nam","4,8",283,Thừa Thiên Huế,Khách sạn,520.000 ₫,Không có giảm giá,"Wi-Fi miễn phí, Bữa sáng miễn phí, Đỗ xe miễn phí, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Nhà hàng, Xe đưa đón ra sân bay, ","https://lh5.googleusercontent.com/p/AF1QipNdZQldlPwoOjIXtiLzv3Kgdz068VHXGfT1rjlc, https://lh5.googleusercontent.com/p/AF1QipN4bys7COoptY-YL9ZS9k-5n3CdW8O9FCtQVpv5, https://lh5.googleusercontent.com/p/AF1QipOdeG3N7qFvGH-QNAgP2YWL3MAhiqLsuzAfHL8_, https://lh5.googleusercontent.com/p/AF1QipNcq28T_AXsKQi_ErGFQXBOMaOuMr8EBWth7sb0, ",16.46755,107.58325
Moon Homestay Huế Điện Biên Phủ,"15/293 Điện Biên Phủ, Trường An, Huế, Thừa Thiên Huế, Việt Nam","5,0",6,Thừa Thiên Huế,Khách sạn,366.584 ₫,Không có giảm giá,,"https://lh5.googleusercontent.com/p/AF1QipNAG2N-fWUGO9wW9nNYgvKegwzrrm_8ltMyVX0k, https://lh5.googleusercontent.com/p/AF1QipNfNGlQg45lyHxNpL0QYe4GHaMubsjafAeewSUr, https://lh5.googleusercontent.com/p/AF1QipNmllsvTWGtlqsvWUmPEX3uKq6nqRcBjt99Xe8v, https://lh5.googleusercontent.com/p/AF1QipNZ4PClG2FrtuUYMr5J5J36H3B77tWEXSm21PeD, ",16.44403,107.58255
Hue Orchid Riverside Villa,"149 Hàn Mặc Tử, Vỹ Dạ, Huế, Thừa Thiên Huế 53000, Việt Nam","4,7",140,Thừa Thiên Huế,Khách sạn 2 sao,227.167 ₫,Không có giảm giá,"Wi-Fi miễn phí, Đỗ xe miễn phí, Bể bơi, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Nhà hàng, Xe đưa đón ra sân bay, ","https://lh5.googleusercontent.com/p/AF1QipNLsxJF132UGwpIqsomY3ylf1-bXo3JaIpwqlZE, https://lh5.googleusercontent.com/p/AF1QipPz82nrHAV4bBrReaIL3CafpDMyBtCZLys2XiPX, https://lh5.googleusercontent.com/p/AF1QipOMJhCur_uTw9UgjWpXJI-yM2vnxa32GrmfozRk, https://lh5.googleusercontent.com/p/AF1QipPSSlgiXAHrcSGl8KikKWOvVfgiDH2PItmp38lR, ",16.47214,107.60483
Nai Homestay Huế,"174 Phan Chu Trinh, Phước Vĩnh, Huế, Thừa Thiên Huế 530000, Việt Nam","5,0",37,Thừa Thiên Huế,Khách sạn,384.000 ₫,Ít hơn 24% so với bình thường,"Wi-Fi miễn phí, Đỗ xe miễn phí, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Bếp ở một số phòng, Xe đưa đón ra sân bay, ","https://lh5.googleusercontent.com/p/AF1QipPSshxG8mlDVZsPHJKMwuChjW7c3nbbN_NH8TMZ, https://lh5.googleusercontent.com/p/AF1QipNmlsdtL3KkqomPmfVxqhXpFloqDOw7MGlcHJME, https://lh5.googleusercontent.com/p/AF1QipPHyjCWjSYcm-2ylcIrS8mR5qtbSyS0qT3lm-8, https://lh5.googleusercontent.com/p/AF1QipM7p6kTRhYwHDLU-Wbyf2GJiCM8f-AoWNgHtbJt, ",16.45591,107.58860
Hotel La Perle Hue,"24 Kiệt 42 Nguyễn Công Trứ, Phú Hội, Huế, Thừa Thiên Huế 530000, Việt Nam","4,8",736,Thừa Thiên Huế,Khách sạn 3 sao,325.632 ₫,Không có giảm giá,"Wi-Fi miễn phí, Bữa sáng miễn phí, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Dịch vụ phòng, Phù hợp với trẻ em, Nhà hàng, Xe đưa đón ra sân bay, Quán bar, Không hút thuốc, ","https://lh5.googleusercontent.com/p/AF1QipNW-FzH_N8leFPSvnh_7AdcH6R4WIG0o5GsIpxK, https://lh5.googleusercontent.com/p/AF1QipPpbruLF2xDqD0b-rhfbTyEZlyvVsfIkurBVt-L, https://lh5.googleusercontent.com/p/AF1QipPewNF_xDBfkLgwfMssZTDgeusUZhrSyWVgrd-s, https://lh5.googleusercontent.com/p/AF1QipMs4S4lFm4H7IsQaqfoElSAIWxi4KcV_ueBLEIK, ",16.46994,107.59702
Pisces Hotel Huế,"Kiệt 07 Nguyễn Công Trứ, Phú Hội, Huế, Thừa Thiên Huế 530000, Việt Nam","4,5",90,Thừa Thiên Huế,Khách sạn,456.418 ₫,Không có giảm giá,,"https://lh5.googleusercontent.com/p/AF1QipMD-cSj6ahPbyzgMYFLEVMwytaqoskkDLwBAiPM, https://lh5.googleusercontent.com/p/AF1QipM4P9FH0-Su_SqAcjVcifs-6ZfID_Cs7jWeNe8Q, https://lh5.googleusercontent.com/p/AF1QipMVFc1zxeBM29Knj4u7l2CXgiDOyBVIhlCePAAB, https://lh5.googleusercontent.com/p/AF1QipPCxFvWIXKvpBlbJZvAUSDEHs4gYIBZmIEU4snu, ",16.47230,107.59610
Ourhome Homestay Huế,"62 Tố Hữu, Xuân Phú, C12A, đường số 2, The Manor Crown, Huế, Thừa Thiên Huế 49000, Việt Nam","4,9",15,Thừa Thiên Huế,Khách sạn,398.000 ₫,Không có giảm giá,,"https://lh5.googleusercontent.com/p/AF1QipOgskS33SVfZbkduE1zXCRkWyAjCNmqBppjH5xm, https://lh5.googleusercontent.com/p/AF1QipPCXoAClfGUDsVCvEnG1mwEpx754WKmoMNcIoKH, https://lh5.googleusercontent.com/p/AF1QipNfoL72t-pFCJcQJ3Azp-RSsOQEKFFvXzF6wEpa, https://lh5.googleusercontent.com/p/AF1QipNfoL72t-pFCJcQJ3Azp-RSsOQEKFFvXzF6wEpa, ",16.46294,107.60821
Amy Hotel And Apartment Huế,"43A Kiệt 42 Nguyễn Công Trứ, Phú Hội, Huế, Thừa Thiên Huế, Việt Nam","4,7",55,Thừa Thiên Huế,Khách sạn,442.914 ₫,Ít hơn 23% so với bình thường,"Wi-Fi miễn phí, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Chấp nhận vật nuôi, Nhà hàng, Bếp ở một số phòng, Xe đưa đón ra sân bay, Không hút thuốc, ","https://lh5.googleusercontent.com/p/AF1QipMa8A5nHR2sgfFXaSKqxrmc8HMQwAYNSs32iJoi, https://lh5.googleusercontent.com/p/AF1QipPk_pWk-Dr9M64whs8KoYE9mMV1XgNSi0lelDC7, https://lh5.googleusercontent.com/p/AF1QipP_NTGBoopDPpbq3UOf9XHb8A_Bjzlromu3mqz2, https://lh5.googleusercontent.com/p/AF1QipOlfM18OSbZgChgm-MuLIJrc4rYa_qgwWsDpYFN, ",16.46912,107.59698
Hue Crown Boutique Hotel,"Adjacent House 12B, The Manor Crown Area, Thừa Thiên Huế 49000, Việt Nam","3,9",50,Thừa Thiên Huế,Khách sạn 3 sao,454.348 ₫,Không có giảm giá,"Wi-Fi miễn phí, Đỗ xe miễn phí, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Bếp ở một số phòng, Xe đưa đón ra sân bay, ","https://lh5.googleusercontent.com/p/AF1QipM_r1s3uWjVLVPBt5JJT-j9MRvovAiNDCA7eQFU, https://lh5.googleusercontent.com/p/AF1QipO9KDG2thp7QE6in1I7gkHqe385i_VL2XvBdoRb, https://lh5.googleusercontent.com/p/AF1QipOBdfna1-_gCNv15MLIkKGkLh8eHg9r0T1YQthr, https://lh5.googleusercontent.com/p/AF1QipMmfpIjAbjlwY9n0tdpYeIvtoDD84ZBKy5S1tYT, ",16.46293,107.60720
